AGI;abscisic_acid;auxin;brassinosteroid;cytokinin;ethylene;gibberellin;jasmonic_acid;salicylic_acid;karrikin;strigolactone;summary;summary_detailed;abscisic_acid_evidence_code;auxin_evidence_code;brassinosteroid_evidence_code;cytokinin_evidence_code;ethylene_evidence_code;gibberellin_evidence_code;jasmonic_acid_evidence_code;salicylic_acid_evidence_code;karrikin_evidence_code;strigolactone_evidence_code;CountIEP;CountExclusiveIEP;pieVec
AT4G01280;1;1;0;0;1;1;1;1;0;0;multiple;abscisic acid,auxin,ethylene,gibberellin,jasmonic acid,salicylic acid;IEP;IEP;;;IEP;IEP;IEP;IEP;;;6;6;piechart: valuelist="1,1,0,0,1,1,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G01310;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G01540;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IMP;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G01820;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IBA;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G01830;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IBA;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G01850;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G01970;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G02330;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IEP;;;;;;;;1;1;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G02380;1;0;0;0;1;0;0;0;0;0;multiple;abscisic acid,ethylene;IEP;;;;IEP;;;;;;2;2;piechart: valuelist="1,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G02450;0;1;0;1;0;0;0;0;0;0;multiple;auxin,cytokinin;;IGI;;IGI;;;;;;;0;0;piechart: valuelist="0,1,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G02530;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G02680;0;0;0;0;1;0;0;0;0;0;ethylene;ethylene;;;;;IDA;;;;;;0;0;piechart: valuelist="0,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G02940;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G02980;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP,IBA;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G03110;0;0;0;0;0;0;0;1;0;0;salicylic acid;salicylic acid;;;;;;;;IMP;;;0;0;piechart: valuelist="0,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G03280;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G03400;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G03550;0;0;0;0;0;0;0;1;0;0;salicylic acid;salicylic acid;;;;;;;;IEP;;;1;1;piechart: valuelist="0,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04020;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IEP;;;;;;;;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04402;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IBA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04490;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04695;1;0;0;0;0;0;0;1;0;0;multiple;abscisic acid,salicylic acid;IBA;;;;;;;IEP;;;1;1;piechart: valuelist="1,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04700;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IBA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04710;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IBA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04720;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IBA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04740;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IBA;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04920;0;0;0;0;1;0;1;0;0;0;multiple;ethylene,jasmonic acid;;;;;IMP;;IMP;;;;0;0;piechart: valuelist="0,0,0,0,1,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G04950;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G05100;1;0;0;0;1;0;1;0;0;0;multiple;abscisic acid,ethylene,jasmonic acid;IEP;;;;IEP;;IEP;;;;3;3;piechart: valuelist="1,0,0,0,1,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G05160;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IDA;;;;0;0;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G05320;0;0;0;0;0;0;0;1;0;0;salicylic acid;salicylic acid;;;;;;;;IEP;;;1;1;piechart: valuelist="0,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G06634;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G07410;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G08040;0;0;0;0;1;0;0;0;0;0;ethylene;ethylene;;;;;ISS;;;;;;0;0;piechart: valuelist="0,0,0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G08390;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G08980;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09160;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IGI;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09460;0;0;0;0;0;1;1;1;0;0;multiple;gibberellin,jasmonic acid,salicylic acid;;;;;;IEP;IEP;IEP;;;3;3;piechart: valuelist="0,0,0,0,0,1,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09530;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09600;0;0;0;0;0;1;0;0;0;0;gibberellin;gibberellin;;;;;;ISS,TAS;;;;;0;0;piechart: valuelist="0,0,0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09610;0;0;0;0;0;1;0;0;0;0;gibberellin;gibberellin;;;;;;ISS;;;;;0;0;piechart: valuelist="0,0,0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09650;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09820;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IMP;;;;0;0;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G09900;0;0;0;0;0;0;1;1;0;0;multiple;jasmonic acid,salicylic acid;;;;;;;IBA;IBA;;;0;0;piechart: valuelist="0,0,0,0,0,0,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G10100;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G10500;0;0;0;0;0;0;0;1;0;0;salicylic acid;salicylic acid;;;;;;;;IEP,IDA;;;1;0;piechart: valuelist="0,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G11150;0;0;0;1;0;0;0;0;0;0;cytokinin;cytokinin;;;;IDA;;;;;;;0;0;piechart: valuelist="0,0,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G11280;0;1;0;0;1;0;1;0;0;0;multiple;auxin,ethylene,jasmonic acid;;IEP;;;TAS,IEP;;IEP;;;;3;2;piechart: valuelist="0,1,0,0,1,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G11690;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G11845;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G11880;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G11890;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP,IEP;;;;;;;;;;1;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G12030;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IEP;;;;1;1;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G12410;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G12480;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G12550;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IEP;;;;;;;;;1;1;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G12570;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IEP;;;;1;1;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G12670;0;0;0;0;0;0;1;1;0;0;multiple;jasmonic acid,salicylic acid;;;;;;;IEP;IEP;;;2;2;piechart: valuelist="0,0,0,0,0,0,1,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G12810;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP,IGI;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G12820;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP,IGI;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G13040;0;0;0;0;0;0;0;1;0;0;salicylic acid;salicylic acid;;;;;;;;IMP;;;0;0;piechart: valuelist="0,0,0,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G13510;1;0;0;0;0;0;0;0;1;0;multiple;abscisic acid,karrikin;IDA;;;;;;;;IEP;;1;1;piechart: valuelist="1,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G13750;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G13790;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;ISS;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G14110;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IMP;;;;0;0;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G14440;0;0;0;0;0;0;0;0;1;0;karrikin;karrikin;;;;;;;;;IEP;;1;1;piechart: valuelist="0,0,0,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G14605;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IMP;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G14720;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IBA;;;;0;0;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G14740;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IBA;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G14940;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IMP,IEP;;;;1;0;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G15300;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G15310;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G15393;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G15396;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IBA;;;;;;;;0;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G15400;0;0;1;0;0;0;0;0;0;0;brassinosteroid;brassinosteroid;;;IMP,IEP;;;;;;;;1;0;piechart: valuelist="0,0,1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G15910;1;0;0;0;0;0;0;0;0;0;abscisic acid;abscisic acid;IDA,IGI;;;;;;;;;;0;0;piechart: valuelist="1,0,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G16110;0;0;0;1;1;0;0;0;0;0;multiple;cytokinin,ethylene;;;;IGI,TAS,IMP,IEP;IMP;;;;;;1;0;piechart: valuelist="0,0,0,1,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G16340;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G16515;0;1;0;0;0;0;0;0;0;0;auxin;auxin;;IMP;;;;;;;;;0;0;piechart: valuelist="0,1,0,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G16740;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IEP;;;;1;1;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G16760;0;0;0;0;0;0;1;0;0;0;jasmonic acid;jasmonic acid;;;;;;;IMP;;;;0;0;piechart: valuelist="0,0,0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
AT4G16780;0;1;0;1;0;0;0;0;0;0;multiple;auxin,cytokinin;;IMP;;IEP;;;;;;;1;1;piechart: valuelist="0,1,0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00,#BFA5CC,#CCA3A3" labellist=""
